bill_number,title,domain_title_terms,broad_title_terms,committee_net,fetch_status,legislation_type,text_chars,text_terms,snippet,decision,reason,note
S2073,An Act establishing the Executive Office of Food Resources and Security,,,,corpus_screen,,,personal_information:1,"behalf of the commonwealth in connection with federal grant programs; (13) keep accounts, records, personal data, enter into contracts, adjust claims, accept gifts, grants, bequests and devises, and subject to appropriation, acquire real or personal property by",exclude,EX-FALSEPOS,"food resources office; ""personal data"" in boilerplate agency-powers list"
S2078,An Act to establish home energy efficiency ratings,,,,corpus_screen,,,personal_information:1,ergy assessment conducted by an energy assessor. such information shall not contain any unnecessary personal data as defined in section 1 of chapter 66a. section 7. said section 3 of said chapter 25a is hereby further amended by inserting after the definition of,exclude,EX-PROGRAM-INCIDENT,home energy ratings; c.66A minimization clause incident to the scorecard program (H3217 precedent)
S2109,"An Act establishing the Gateway cities Renewable, Efficient, and Electrified Neighborhoods initiative",,,,corpus_screen,,,personal_information:1,ch housing type. the department shall use appropriate practices to prevent the public disclosure of personally identifying information regarding owners and tenants. the evaluations shall also include data on the participation of contractors that are minority business enterprises ,exclude,EX-PROGRAM-INCIDENT,Gateway Cities retrofit program; owner/tenant PII nondisclosure incident to program evaluation
S2118,An Act relative to ensuring gas safety and consumer fairness,,,,corpus_screen,,,surveillance:4,"rs, such repair to be completed within 6 months, and the condition of such leak shall be kept under surveillance at a frequency of not less than once every two weeks until the hazard or source of the leak is eliminated. for the purposes of this section, a grade",exclude,EX-FALSEPOS,"gas safety; ""surveillance"" of pipe leaks"
S2144,An Act relative to building energy and decarbonization,,,,corpus_screen,,,personal_information:2,"a. the department shall utilize such practices as are necessary to prevent the public disclosure of personal information regarding owners and tenants, and maintain a quality assurance process to improve the accuracy and completeness of the available information. the dep",exclude,EX-PROGRAM-INCIDENT,building energy benchmarking; owner/tenant PII nondisclosure incident to the disclosure program (H3217 precedent)
S223,An Act to ensure the health and safety of the commonwealth’s students and educators,,,,corpus_screen,,,surveillance:1,"in consultation with the department of public health, shall ensure the operation of covid-19 pooled surveillance testing programs, consistent with public health best practices and relevant guidance from the centers for disease control and prevention, in all publ",exclude,EX-FALSEPOS,"school health bill; ""surveillance"" is COVID pooled surveillance testing"
S2236,An Act relative to peer-to-peer car sharing,,,,corpus_screen,,,personal_information:1;privacy_generic:1,pursuant to subsection (b) shall take reasonable precautions to ensure the security and privacy of personally identifiable information related to a shared vehicle owner or a shared vehicle driver. section 11. peer-to-peer car sharing program equipment a peer-to-peer car sharing p,exclude,EX-PROGRAM-INCIDENT,peer-to-peer car sharing; single record-security clause (s.10(c)) incident to the insurance/recordkeeping regime
S2250,An Act relative to private detectives and private investigators,,,,corpus_screen,,,facial_recognition:1,"ction 30a of chapter 90 for any purpose inconsistent with section 22 of chapter 147. 13. access the facial recognition system operated by the registry of motor vehicles. section 3. section 30 of chapter 147 is further amended by inserting after the word ""both” in line",include,IN-CORPUS-SCREEN,"entire bill governs private investigators' access to and use of RMV personal-data systems, including a facial-recognition access ban"
S2255,An Act to explore alternative funding sources to ensure safe and reliable transportation,,,,corpus_screen,,,privacy_generic:2,"ted by the house chair of the joint committee on transportation, who shall be a representative of a privacy rights advocacy organization. (c) the task force may request the department of transportation to perform such work as the task force deems necessary",exclude,EX-FALSEPOS,transportation funding task force; privacy-advocate seat only
S2257,An Act to promote the safe integration of autonomous vehicles into the transportation system of the Commonweal,,,,corpus_screen,,,privacy_generic:3,"lection from autonomous vehicles, the department shall take all necessary steps: (a) to protect the privacy of individuals including, but not limited to, the operators and passengers of autonomous vehicles; and (b) to ensure the security of the data-collect",exclude,EX-PROGRAM-INCIDENT,autonomous vehicles; AV telemetry capture/18-month retention and privacy-protective rulemaking duties incident to the AV testing/deployment program the bill creates
S2275,An Act relative to school bus safety cameras,,,,corpus_screen,,,personal_information:1,ble violation is material as to a finding of civil or criminal liability. (c) photographs and other personal identifying information collected by a city or town pursuant to this chapter shall not be a public record under clause twenty-sixth of section 7 of chapter 4 or chapter 66,include,IN-CORPUS-SCREEN,school-bus stop-arm camera chapter with dedicated camera-data rules; same mechanism class as the bus-camera family already in census via S2884/2024 c.363 (P-299..P-302)
S23,An Act making appropriations for the Fiscal Year 2023 to provide for supplementing certain existing appropriat,,,,corpus_screen,,,biometric:1;facial_recognition:1;personal_information:2;surveillance:2,"a notary public with a means to verify the identity of a remotely-located individual by a review of personal information from public or private data sources, which may include credential analysis, dynamic knowledge-based authentication, analysis of biometric data, inclu",include,IN-CORPUS-SCREEN,"supplemental appropriations vehicle carrying the remote-notarization overhaul including the notary personal-information use/sale ban (the P-291 mechanism, cf. 2023 c.2 s.33)"
S2434,An Act establishing a designation of a state protection and advocacy system,,,,corpus_screen,,,personal_information:1,"al health disabilities, or any other disabilities. when required by both state and federal law, any personally identifiable information of said persons with disabilities shall be removed from the records. (d) any individual or entity having knowledge of or reasonable cause to sus",exclude,EX-PROGRAM-INCIDENT,protection-and-advocacy designation; PII-removal clause on records incident to the P&A system
S2483,An Act to ensure the responsible use of advanced robotic technologies,,,,corpus_screen,,,surveillance:2,try onto that property were made by a human officer; and (ii) deploying a robotic device to conduct surveillance or location tracking in any situation in which a warrant or other legally required judicial authorization would be required if such surveillance or t,exclude,EX-ADJACENT,"robotic-device regulation (weaponization ban, warrant-to-deploy s.122E(i)); matches H4832 census precedent ""robotic-device regulation; no personal-data handling rule"""
S2489,An Act relative to modernizing Chapter 115,,,,corpus_screen,,,privacy_generic:1,"es of the commonwealth and veterans, and in compliance with national security and state and federal privacy requirements, compile information related to military training and skills, including, but not limited to: (i) course training curricula and syllabi;",exclude,EX-FALSEPOS,"veterans' benefits modernization; ""privacy requirements"" compliance mention in skills-compilation clause"
S249,"An Act to ensure equitable access to education, including special education services, for all
students in Mas",,,,corpus_screen,,,personal_information:2,"committee, charter school, and individual school in a manner that is anonymized and does not reveal personally identifiable information about an individual student. publication shall include, but need not be limited to, availability on the department's worldwide web site. section",exclude,EX-PROGRAM-INCIDENT,special education equity; anonymized/no-PII publication clause incident to reporting program
S2492,"An Act relative to pharmaceutical access, costs and transparency",,,,corpus_screen,,,privacy_generic:1,"n believes that such disclosure should be made in the public interest after taking into account any privacy, trade secret or anticompetitive considerations. the confidential information and documents shall not be public records and shall be exempt from disc",exclude,EX-FALSEPOS,"drug pricing transparency; ""privacy"" weighed among trade-secret considerations, manufacturer data not personal data"
S2499,"An Act relative to pharmaceutical access, costs and transparency",,,,corpus_screen,,,privacy_generic:1,"n believes that such disclosure should be made in the public interest after taking into account any privacy, trade secret or anticompetitive considerations. the confidential information and documents shall not be public records and shall be exempt from disc",exclude,EX-FALSEPOS,same pharmaceutical transparency text as S2492; same non-domain sense
S2578,An Act modernizing childhood lead poisoning prevention,,,,corpus_screen,,,surveillance:1,reby further amended by adding the following paragraph:- the department shall perform public health surveillance and outreach to identify children with a blood lead level of concern. a child reported to have a blood lead level of concern shall be offered appropr,exclude,EX-FALSEPOS,"lead poisoning; ""public health surveillance"" epidemiological sense"
S2584,An Act to sensibly address firearm violence through effective reform,,,,corpus_screen,,,personal_information:3,"t disclose any information regarding a request to register or deregister with the list or any other personal identifying information contained in or related to the list; provided, however, that such information may be disclosed to a law enforcement officer, as defined in section ",exclude,EX-PROGRAM-INCIDENT,"firearm-reform omnibus; do-not-sell-list confidentiality/destruction (s.131Z(b),(f)) and hospitalization-record transmission limits are incident to the registry and background-check programs the bill creates"
S2600,An Act enhancing school bus safety,,,,corpus_screen,,,data_protection:1;personal_information:1;privacy_generic:1,of the general laws is hereby amended by adding the following subclause:- (w) photographs and other personal identifying information collected under chapter 90k. section 7. chapter 89 of the general laws is hereby amended by inserting after section 4d the following section:- sect,include,IN-CORPUS-SCREEN,"Summer's Law; new bus-lane/bus-stop camera chapter 90K carries the bus-camera data-rules mechanism already in the census (S2884, enacted 2024 c.363, P-299..P-302)"
S2604,An Act establishing an LGBTQI long-term care facility bill of rights,,,,corpus_screen,,,personal_information:1;privacy_generic:1,"esident. (f) unless required by state or federal law, no long-term care facility shall disclose any personal identifying information regarding: (1) a resident's sexual orientation; (2) whether a resident is transgender or non-binary; (3) a resident's gender transition status; (4)",include,IN-CORPUS-SCREEN,"LGBTQI long-term care bill of rights (redraft of S381/H637); s.72CC(f) is a disclosure restriction on facilities as data holders over resident SOGI/HIV information (enacted 2024 c.197 s.17 dropped this clause, so the c.197 EX-ADJACENT adjudication does not control)"
S2605,An Act improving the Massachusetts paid family medical leave law,,,,corpus_screen,,,personal_information:1,"the department shall refrain from including, or partially redact where inclusion is necessary, any personal data identifiers, including, but not limited to, names, date of birth, names of minor children and any protected medical information section 11. subsectio",exclude,EX-PROGRAM-INCIDENT,"paid family leave; redaction of personal identifiers in published hearing decisions, incident to program adjudication"
S2640,An Act to improve sickle cell care,,,,corpus_screen,,,data_privacy:1;genetic_privacy:1;privacy_generic:2,r establishing a registry and obtaining information consistent with informed consent and protecting data privacy; (c) how to enhance the coordination of health care services for individuals with sickle cell disease who are transitioning from pediatric to adult h,exclude,EX-PROGRAM-INCIDENT,sickle cell care; registry-with-consent/data-privacy recommendations incident to the program (registry precedent)
S2683,An Act to strengthen our public health infrastructure to address Alzheimer’s and all dementia.,,,,corpus_screen,,,surveillance:2,"hall include the caregiver module and cognitive decline module in the annual behavioral risk factor surveillance system (brfss) survey on a rotating annual basis to collect prevalence data, track trends over time and analyze data to direct public health programs",exclude,EX-FALSEPOS,"Alzheimer's; BRFSS ""surveillance system"" epidemiological sense"
S2703,An Act to prevent abuse and exploitation,,,,corpus_screen,,,privacy_generic:1,"in a commercial setting; or (b) in a place where a person does not have a reasonable expectation of privacy; or (ii) distribution made in the public interest, including the reporting of unlawful conduct; (iii) lawful and common practices of law enforcement,",include,IN-CORPUS-SCREEN,Senate redraft in the NDII census family (H1745/S1012/S1139 -> H4115 -> H4241 -> H4744 -> 2024 c.118); carries the NDII distribution offense
S2710,An Act to prevent abuse and exploitation,,,,corpus_screen,,,privacy_generic:2,"in a commercial setting; or (b) in a place where a person does not have a reasonable expectation of privacy; (ii) distribution made in the public interest, including the reporting of unlawful conduct; (iii) lawful and common practices of law enforcement, cr",include,IN-CORPUS-SCREEN,further Senate redraft of S2703 in the same NDII census family; same NDII mechanism plus c.258E coercive-control and a technology-harms commission
S276,An Act relative to safety and violence education for students (the SAVE Students Act),,,,corpus_screen,,,privacy_generic:1,"for tracking the outcome of reports; and (xi) comply with the federal family educational rights and privacy act, 20 u.s.c. 1232g, and other relevant federal and state laws. (e) for the purposes of administering the reporting program, the secretary of health",exclude,EX-PROGRAM-INCIDENT,SAVE Students anonymous reporting program; FERPA-compliance clause incident to the program
S2803,An Act establishing a bill of rights for children in foster care,,,,corpus_screen,,,privacy_generic:4,"e following rights: (1) safety and security: (i) each child shall be treated with dignity, respect, privacy and consideration. (ii) each child shall not be discriminated against, physically hurt or harassed by department staff, foster parents, the child’s a",exclude,EX-PROGRAM-INCIDENT,"foster care bill of rights; SOGI-confidentiality and own-record-access items are incident to the DCF program regime, remainder is dignity/care rights"
S2804,An Act enhancing child welfare protections,,,,corpus_screen,,,personal_information:2;privacy_generic:1,"r 66. the report shall include, but not be limited to, information in a form that shall not include personally identifiable information on the fair hearing requests open at any time during the previous fiscal year and, for each hearing request, shall provide: (i) the subject matt",exclude,EX-PROGRAM-INCIDENT,child welfare; PII-free reporting clause on fair-hearing statistics
S2807,An Act relative to special education,,,,corpus_screen,,,personal_information:4,"regated by school district and individual school in a manner that is anonymized and does not reveal personally identifiable information about any individual student; (iii) the number of children, by grade level, within each disability category receiving specific special education",exclude,EX-PROGRAM-INCIDENT,special education; anonymized reporting clause on program data
S2817,"An Act honoring, empowering, and recognizing our servicemembers and veterans",,,,corpus_screen,,,genetic_privacy:1,"r than honorable discharge on the basis of sex, race, color, religious creed, national origin, age, genetic information, ancestry, marital status or disability; or (ii) any united states department of veterans affairs category eligible for a discharge upgrade, includin",exclude,EX-FALSEPOS,"veterans HERO act; ""genetic information"" in a nondiscrimination category list"
S2826,"An Act honoring, empowering, and recognizing our servicemembers and veterans",,,,corpus_screen,,,genetic_privacy:1,"r than honorable discharge on the basis of sex, race, color, religious creed, national origin, age, genetic information, ancestry, marital status or disability; or (ii) any united states department of veterans affairs category eligible for a discharge upgrade, includin",exclude,EX-FALSEPOS,same HERO act text; same non-domain sense
S2834,An Act relative to the Affordable Homes Act,,,,corpus_screen,,,personal_information:2;privacy_generic:2,"ty, scholarly, educational, journalistic or governmental purposes only; provided, however, that the personal identifying information of the parties involved in the action shall remain sealed unless the court determines that release of such information is appropriate under this su",include,IN-CORPUS-SCREEN,"Senate version of the Affordable Homes Act carrying the full eviction-record sealing regime already in the census (HOMES family H1690/S956/H4356; enacted via H4977/2024 c.150 ss.28,52; P-295/P-296)"
S2850,An Act relative to the Affordable Homes Act,,,,corpus_screen,,,personal_information:2;privacy_generic:2,"ty, scholarly, educational, journalistic or governmental purposes only; provided, however, that the personal identifying information of the parties involved in the action shall remain sealed unless the court determines that release of such information is appropriate under this su",include,IN-CORPUS-SCREEN,later Senate redraft of the Affordable Homes Act; same eviction-sealing regime as S2834 (same census family P-295/P-296)
S2856,An Act relative to strengthening Massachusetts’ economic leadership,,,,corpus_screen,,,personal_information:2,"time of the initial presentation of the ticket price; (ii) prior to requiring a consumer to provide personal information, including, but not limited to, billing information; provided, however, that such information may be collected if the personal information is necessa",exclude,EX-FALSEPOS,"economic-leadership predecessor draft; both personal_information hits are the junk-fee ticket-pricing provision (disclosure before collecting billing info), consumer-protection not data-handling"
S2865,Statewide Action for Public Health Excellence 2.0,,,,corpus_screen,,,personal_information:1;privacy_generic:1;surveillance:1,"e public to conduct further analysis; provided, however, that any such published data shall exclude personal identifying information. (h) the department shall estimate the amount of funds necessary to meet the requirements of this section for each fiscal year. the department shal",exclude,EX-PROGRAM-INCIDENT,"SAPHE 2.0; PII-exclusion on published public-health data, incident to the reporting system"
S2866,Nurse Licensure Compact,,,,corpus_screen,,,biometric:3;personal_information:2;privacy_generic:2,to other entities or individuals without the express permission of the contributing state. (f) any personally identifiable information obtained from the coordinated licensure information system by a party state licensing board shall not be shared with non-party states or disclose,exclude,EX-PROGRAM-INCIDENT,Nurse Licensure Compact standalone; codebook names the nurse-compact data system as program-incident (2024 c.238 s.229 precedent)
S2867,"To Support Mass Makers, and Economic Growth of Downtowns and Main Streets",,,,corpus_screen,,,genetic_privacy:2,"y based on race, color, religious creed, national origin, sex, gender identity, sexual orientation, genetic information, ancestry, disability, and language in implementing supply mass/buy mass. (b) mobd may consult with and seek input from interested stakeholders and s",exclude,EX-FALSEPOS,"Mass Makers economic bill; ""genetic information"" in nondiscrimination list"
S2869,An Act relative to strengthening Massachusetts’ economic leadership,,,,corpus_screen,,,biometric:3;personal_information:7;privacy_generic:4;surveillance:3,"e public to conduct further analysis; provided, however, that any such published data shall exclude personal identifying information. (h) annually, the department shall estimate the amount of funds necessary to meet the requirements of this section for the upcoming fiscal year. t",exclude,EX-PROGRAM-INCIDENT,"Senate economic-leadership omnibus (counterpart of enacted 2024 c.238); no data-primary provision - matches mirror the enacted row-level adjudication: public-health de-identification and Parkinson's-registry/nurse-compact clauses (program-incident), robotics warrant clause (EX-ADJACENT per H4832), ticket-fee personal-info mention and data-center security (EX-FALSEPOS)"
S2871,An Act enhancing the health care market review process,,,,corpus_screen,,,personal_information:2;privacy_generic:4,"ther public or quasi-public entity in the commonwealth that collects patient information, including personal data as defined in section 1 of chapter 66a, shall, upon a request from the center, provide such data to the center for any purpose consistent with this c",exclude,EX-PROGRAM-INCIDENT,health care market review; CHIA/center acquisition of patient data from public entities is incident to the cost-analysis program
S2879,An Act to improve sickle cell care,,,,corpus_screen,,,data_privacy:1;genetic_privacy:1;privacy_generic:2,r establishing a registry and obtaining information consistent with informed consent and protecting data privacy; (c) how to enhance the coordination of health care services for individuals with sickle cell disease who are transitioning from pediatric to adult h,exclude,EX-PROGRAM-INCIDENT,"sickle cell redraft, same registry-recommendation text as S2640"
S2881,An Act enhancing the health care market review process,,,,corpus_screen,,,personal_information:2;privacy_generic:4,"ther public or quasi-public entity in the commonwealth that collects patient information, including personal data as defined in section 1 of chapter 66a, shall, upon a request from the center, provide such data to the center for any purpose consistent with this c",exclude,EX-PROGRAM-INCIDENT,"health care market review redraft, same CHIA data-collection text as S2871"
S2898,An Act relative to accessing harm reduction initiatives,,,,corpus_screen,,,privacy_generic:1;surveillance:1,"e context clearly requires otherwise: “drug testing services”, the use of testing equipment for the surveillance or identification of, or to analyze the strength, effectiveness or purity of, a controlled substance prior to its injection, inhalation or ingestion",exclude,EX-FALSEPOS,"harm reduction; ""surveillance"" means drug-checking equipment"
S2899,An Act relative to increasing access to perinatal health care,,,,corpus_screen,,,privacy_generic:1,"d language interpreter or navigator. (e) the commissioner shall, in a manner that protects personal privacy and complies with federal law, collect and assess data regarding pregnancy loss, including information delineated by race, ethnicity, health insuranc",exclude,EX-PROGRAM-INCIDENT,perinatal care; privacy-protective pregnancy-loss data collection clause incident to the program
S2906,An Act to ensure legal parentage equality,,,,corpus_screen,,,genetic_privacy:5;privacy_generic:2,"of said chapter 209c, as so appearing, is hereby further amended by adding the following sentence:- genetic testing shall not be used to challenge the parentage of an individual who is a parent under sections 25, 27 and 28 to 28p, inclusive, or to establish the",exclude,EX-ADJACENT,parentage equality redraft; genetic testing in parentage adjudication is family-law procedure per codebook exclusion
S2912,An Act to ensure legal parentage equality,,,,corpus_screen,,,genetic_privacy:5;privacy_generic:2,"of said chapter 209c, as so appearing, is hereby further amended by adding the following sentence:- genetic testing shall not be used to challenge the parentage of an individual who is a parent under sections 25, 27 and 28 to 28p, inclusive, or to establish the",exclude,EX-ADJACENT,"later parentage redraft, same family-law exclusion"
S2921,An Act relative to accessing harm reduction initiatives,,,,corpus_screen,,,privacy_generic:1;surveillance:1,"e context clearly requires otherwise: “drug testing services”, the use of testing equipment for the surveillance or identification of, or to analyze the strength, effectiveness or purity of, a controlled substance related to its injection, inhalation or ingestio",exclude,EX-FALSEPOS,"harm reduction redraft, same drug-checking ""surveillance"" sense"
S2928,An Act relative to increasing access to perinatal health care,,,,corpus_screen,,,privacy_generic:1,"d language interpreter or navigator. (e) the commissioner shall, in a manner that protects personal privacy and complies with federal law, collect and assess data regarding pregnancy loss, including information delineated by race, ethnicity, health insuranc",exclude,EX-PROGRAM-INCIDENT,"perinatal care redraft, same data-collection clause as S2899"
S2968,making appropriations for the fiscal year 2024 to provide for supplementing certain existing appropriations an,,,,corpus_screen,,,personal_information:2,ntary and secondary education and the bureau of special education appeals may share with each other personal data regarding students and other individuals to carry out their respective responsibilities under state and federal laws and regulations. section 17. sec,exclude,EX-PROGRAM-INCIDENT,FY24 supplemental budget; DESE/BSEA student-data-sharing authorization incident to special-ed appeals administration
S2974,making appropriations for the fiscal year 2024 to provide for supplementing certain existing appropriations an,,,,corpus_screen,,,personal_information:2,ntary and secondary education and the bureau of special education appeals may share with each other personal data regarding students and other individuals to carry out their respective responsibilities under state and federal laws and regulations. section 18. sec,exclude,EX-PROGRAM-INCIDENT,"later supplemental budget redraft, same DESE/BSEA sharing clause"
S300,An Act relative to safer schools,,,,corpus_screen,,,surveillance:1,"h and safety practices upon completion of such grants. the purchase of metal detectors, weapons, or surveillance technology, or the hiring or employment of school-based security personnel is not an eligible use of such grant funds, nor shall such purchases or hi",exclude,EX-FALSEPOS,"school safety grants; surveillance tech merely listed as ineligible grant use, no data rule"
S3003,An Act to modernize the Massachusetts insurer’s insolvency fund,,,,corpus_screen,,,data_privacy:1;privacy_generic:1,"ct, admitted basis, providing indemnity for losses or loss mitigation arising out of or relating to data privacy breaches, unauthorized information network security intrusions, computer viruses, ransomware, cyber extortion, identity theft and similar exposures.",exclude,EX-FALSEPOS,"insurer insolvency fund; ""data privacy breaches"" describes cyber-insurance coverage lines, no data-handling rule"
S314,An Act stopping harm inflicted by the exploitation of life and development,,,,corpus_screen,,,privacy_generic:2,"velop healthy and respectful interpersonal relationships, including appropriate body boundaries and privacy rules; (4) learn how to communicate effectively to trusted adults any concerns they have about body boundaries or privacy violations; (5) learn about",exclude,EX-FALSEPOS,"child abuse-prevention education; ""privacy rules"" are body-boundary curriculum content"
S321,An Act to ensure charter school transparency and public accountability,,,,corpus_screen,,,data_privacy:1;privacy_generic:2,"warrant special security measures to protect statutorily mandated information, it shall enhance its data privacy protection measures. (b) the department shall develop options for more efficient and accurate waitlist processing, which may include the use of a sin",exclude,EX-PROGRAM-INCIDENT,charter school transparency; waitlist data-privacy-measures clause incident to the enrollment/transparency program
S380,An Act to improve Massachusetts home care,,,,corpus_screen,,,consumer_privacy:1;privacy_generic:3,"ates a potentially unsafe working environment. the standards and procedures shall respect home care consumer privacy while prioritizing home care worker safety and while ensuring continuity of care. (4) training and employer policies, including best practices for st",exclude,EX-PROGRAM-INCIDENT,consumer-privacy clause incident to home-care worker-safety standards program
S381,An Act establishing an LGBTQI long-term care facility bill of rights,,,,corpus_screen,,,personal_information:1;privacy_generic:1,"esident. (f) unless required by state or federal law, no long-term care facility shall disclose any personal identifying information regarding: (1) a resident's sexual orientation; (2) whether a resident is transgender or non-binary; (3) a resident's gender transition status; (4)",include,IN-CORPUS-SCREEN,c.111 s.72CC(f) bars long-term care facilities from disclosing resident sexual orientation/gender-transition/intersex/HIV information - disclosure restriction on a data holder over an existing record class (borderline: rest of bill is anti-discrimination conduct rules)
S396,An Act to establish the office of elder advocate,,,,corpus_screen,,,privacy_generic:1;right_to_privacy:1,"e humane and dignified treatment at all times, with full respect for the person's personal dignity, right to privacy, and right to a free and appropriate education in accordance with state and federal law; (c) examine, on a system-wide basis, the care and services t",exclude,EX-FALSEPOS,"""right to privacy"" in elder-dignity rights list; no data-handling rule"
S403,"An Act to improve resilience in older adults and people with disabilities during public health, environmental ",,,,corpus_screen,,,privacy_generic:1,"state health, public safety and emergency management professionals, in compliance with any relevant privacy laws and shall not be public record, shall include: a)name and contact information of any adult over age 60 or any person with a disability regardles",exclude,EX-PROGRAM-INCIDENT,emergency registry of elders/disabled with not-public-record clause incident to registry the bill creates
S437,An Act relative to early voting cost reimbursements,,,,corpus_screen,,,privacy_generic:1,"retary of state’s voter registration information system, the cost of voting booths, and the cost of privacy screens. in every year not later than september fifteenth, the state auditor shall determine and deliver to the state secretary a statement of the in",exclude,EX-FALSEPOS,"""privacy screens"" as voting-booth equipment cost"
S445,An Act establishing an ecologically-based mosquito management program in the Commonwealth to protect public he,,,,corpus_screen,,,surveillance:4,"health, least-toxic chemical control strategies. ebmm prioritizes preventative measures, including surveillance, monitoring, and public education on eliminating breeding sites and taking personal protective action. ebmm involves the selection, integration, and",exclude,EX-FALSEPOS,mosquito surveillance in the entomological sense
S627,An Act establishing protections and accountability for TNC and DNC workers consumers and communities (EPA),,,,corpus_screen,,,privacy_generic:1,"mmonwealth. the commonwealth will provide versions of this data, redacted to address the reasonable privacy concerns of both application-based transportation workers and consumers only to the extent absolutely necessary to individuals and organizations with",exclude,EX-PROGRAM-INCIDENT,redaction-for-privacy clause incident to TNC/DNC data-reporting and accountability program
S666,An Act establishing collective bargaining rights for TNC drivers,,,,corpus_screen,,,genetic_privacy:2;surveillance:1,"shall not include persons whose sexual orientation involves minor children as the sex object, age, genetic information or ancestry of such individual or group because of imbalance which may exist between the total number or percentage of persons employed by any employ",exclude,EX-FALSEPOS,"""genetic information"" in anti-discrimination protected-class list"
S678,An Act to improve sickle cell care,,,,corpus_screen,,,data_privacy:1;genetic_privacy:1;privacy_generic:2,r establishing a registry and obtaining information consistent with informed consent and protecting data privacy; (c) how to enhance the coordination of health care services for individuals with sickle cell disease who are transitioning from pediatric to adult h,exclude,EX-PROGRAM-INCIDENT,data-privacy/consent clause incident to sickle cell registry the bill creates
S68,An Act establishing a bill of rights for children in foster care,,,,corpus_screen,,,privacy_generic:2,"with them. (vi) each child has the right to safe access to personal possessions, personal space and privacy. (2) connections to family, community and identity: (i) each child has the right to know, understand, learn and develop the child’s racial, cultural,",exclude,EX-FALSEPOS,"foster-child bill of rights; ""privacy"" is personal space/possessions (physical), no data rule"
S690,An Act protecting consumers in cryptocurrency exchanges,,,,corpus_screen,,,privacy_generic:1,"nce policies, including policies with respect to anti-fraud, anti-money laundering, cyber security, privacy and information security, that shall be reviewed and approved by the registrant's board of directors or an equivalent governing body. section 6. adve",exclude,EX-PROGRAM-INCIDENT,privacy/infosec policy requirement incident to cryptocurrency licensure regime
S728,An Act making technical changes to the Betsy Lehman Center for patient safety and medical error reduction enab,,,,corpus_screen,,,personal_information:1;privacy_generic:1,"ency that collects or maintains patient safety information may transmit such information, including personal data under section 1 of chapter 66a, to each other through an agreement, that can be an interagency service agreement, that provides for any safeguards ne",exclude,EX-PROGRAM-INCIDENT,interagency patient-safety-data sharing safeguards incident to Betsy Lehman Center program
S747,An Act relative to the nurse licensure compact in Massachusetts,,,,corpus_screen,,,biometric:3;personal_information:2;privacy_generic:2,to other entities or individuals without the express permission of the contributing state. (f) any personally identifiable information obtained from the coordinated licensure information system by a party state licensing board shall not be shared with non-party states or disclose,exclude,EX-PROGRAM-INCIDENT,nurse licensure compact coordinated-data-system confidentiality (codebook names nurse-compact data system as program-incident)
S749,"An Act relative to pharmaceutical access, costs and transparency",,,,corpus_screen,,,privacy_generic:1,"n believes that such disclosure should be made in the public interest after taking into account any privacy, trade secret or anticompetitive considerations. the confidential information and documents shall not be public records and shall be exempt from disc",exclude,EX-FALSEPOS,"""privacy"" in trade-secret/business-confidentiality sense for pharma filings"
S761,An Act relative to hospital closures and health planning,,,,corpus_screen,,,privacy_generic:1;surveillance:1,"ces, in a similar geographic type, and with a similar anticipated case mix based on epidemiological surveillance data; and (d) any other documentation that the department sees fit to evaluate the sustainability of essential health services at said hospital. sect",exclude,EX-FALSEPOS,epidemiological surveillance data in hospital-closure review
S766,An Act establishing a public health option,,,,corpus_screen,,,personal_information:1,"s of risk adjustment under this section. such information shall be limited to the minimum amount of personal information necessary, shall be confidential, and shall not constitute a public record. (d) section 123 of chapter 58 of the session laws of 2006 is hereby amend",exclude,EX-PROGRAM-INCIDENT,risk-adjustment data confidentiality incident to public health option program
S783,An Act to promote transparency and prevent price gouging of pharmaceutical drug prices,,,,corpus_screen,,,privacy_generic:1,"onwealth and that the disclosure shall be made in the public interest after taking into account any privacy, trade secret or anticompetitive considerations. the confidential information and documents shall not be public records and shall be exempt from disc",exclude,EX-FALSEPOS,"trade-secret/privacy confidentiality of drug-price filings, not personal data"
S799,An Act to advance health equity,,,,corpus_screen,,,privacy_generic:1,"important for the general public and decision makers. these dashboards shall comply with applicable privacy law but shall be publicly presented in a user-friendly format, with a focus on ensuring accessibility in its design; and (f) coordinating with quasi-",exclude,EX-FALSEPOS,"dashboards ""comply with applicable privacy law"" boilerplate"
S815,An Act improving access to affordable community college,,,,corpus_screen,,,privacy_generic:2,"ancial information and student educational information, including the family educational rights and privacy act of 1974 (20 u.s.c. section 1232g), and any other state or federal law relating to the privacy of student information. the commissioner shall dire",exclude,EX-FALSEPOS,FERPA-compliance reference in free-community-college data sharing
S818,An Act relative to college in high school,,,,corpus_screen,,,privacy_generic:1,"her education with all necessary data, in accordance with the federal family educational rights and privacy act of 1974, to conduct the analysis. section 4. chapter 29 of the general law is hereby amended by inserting after section 2ccccc the following new",exclude,EX-FALSEPOS,FERPA-compliance reference in dual-enrollment data analysis
S838,An Act relative to advanced placement examinations,,,,corpus_screen,,,privacy_generic:1,"of trustees, with all necessary data, in accordance with the federal family educational rights and privacy act of 1974, to conduct the analysis. section 2. the first annual report required by subsection (c) of section 39a of chapter 15a of the general laws",exclude,EX-FALSEPOS,FERPA-compliance reference in AP exam data analysis
