source,target,link_type,confidence,evidence,evidence_url
H377,194:S1532,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H377/SimilarBills
H377,194:S1227,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H377/SimilarBills
H377,188:H1909,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H377/SimilarBills
H377,189:H1900,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H377/SimilarBills
H4323,S1022,redraft_of,verified-official-record,New draft of S1022 and H1442,https://malegislature.gov/Bills/193/H4323
H4323,H1442,redraft_of,verified-official-record,New draft of S1022 and H1442,https://malegislature.gov/Bills/193/H4323
H4323,194:H1643,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H4323/SimilarBills
H4323,194:H4634,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H4323/SimilarBills
H4323,190:H765,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H4323/SimilarBills
H4323,191:H3273,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H4323/SimilarBills
H4323,192:H1513,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H4323/SimilarBills
H4359,S927,redraft_of,verified-official-record,New draft of S927 and H1728,https://malegislature.gov/Bills/193/H4359
H4359,H1728,redraft_of,verified-official-record,New draft of S927 and H1728,https://malegislature.gov/Bills/193/H4359
H4359,194:H1946,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H4359/SimilarBills
H4359,194:H4640,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H4359/SimilarBills
H4359,193:H1728,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H4359/SimilarBills
H4359,194:S1053,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H4359/SimilarBills
H4359,194:H88,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H4359/SimilarBills
H4632,S227,redraft_of,verified-official-record,"New draft of S227, H60, H63, H80 and H83",https://malegislature.gov/Bills/193/H4632
H4632,H60,redraft_of,verified-official-record,"New draft of S227, H60, H63, H80 and H83",https://malegislature.gov/Bills/193/H4632
H4632,H63,redraft_of,verified-official-record,"New draft of S227, H60, H63, H80 and H83",https://malegislature.gov/Bills/193/H4632
H4632,H80,redraft_of,verified-official-record,"New draft of S227, H60, H63, H80 and H83",https://malegislature.gov/Bills/193/H4632
H4632,H83,redraft_of,verified-official-record,"New draft of S227, H60, H63, H80 and H83",https://malegislature.gov/Bills/193/H4632
H4632,193:H83,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H4632/SimilarBills
H4632,194:H104,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H4632/SimilarBills
H4632,194:H1843,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H4632/SimilarBills
H4632,194:H128,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H4632/SimilarBills
H4632,194:H3821,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H4632/SimilarBills
H4844,H4496,reported_from_part_of,verified-official-record,Reported on a part of H4496,https://malegislature.gov/Bills/193/H4844
H4844,193:H4496,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H4844/SimilarBills
H4844,193:H4790,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H4844/SimilarBills
H4844,193:H4799,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H4844/SimilarBills
H4844,193:H5049,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H4844/SimilarBills
H4844,193:H4034,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H4844/SimilarBills
H532,194:H633,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H532/SimilarBills
H532,194:H4405,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H532/SimilarBills
H532,192:H127,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H532/SimilarBills
H532,194:H104,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H532/SimilarBills
H532,194:H1926,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H532/SimilarBills
H60,H4632,superseded_by,verified-official-record,"Accompanied a new draft, see H4632",https://malegislature.gov/Bills/193/H60
H60,194:H1915,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H60/SimilarBills
H60,193:S227,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H60/SimilarBills
H60,194:S265,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H60/SimilarBills
H60,194:S1210,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H60/SimilarBills
H60,194:S250,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H60/SimilarBills
H63,H4632,superseded_by,verified-official-record,"Accompanied a new draft, see H4632",https://malegislature.gov/Bills/193/H63
H63,189:S124,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H63/SimilarBills
H63,194:S187,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H63/SimilarBills
H63,194:S43,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H63/SimilarBills
H63,189:H225,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H63/SimilarBills
H63,190:H1985,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H63/SimilarBills
H76,S2539,superseded_by,verified-official-record,"Accompanied a new draft, see S2539",https://malegislature.gov/Bills/193/H76
H76,194:H93,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H76/SimilarBills
H76,193:S30,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H76/SimilarBills
H80,H4632,superseded_by,verified-official-record,"Accompanied a new draft, see H4632",https://malegislature.gov/Bills/193/H80
H80,194:H98,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H80/SimilarBills
H80,194:H1668,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H80/SimilarBills
H80,194:H1859,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H80/SimilarBills
H80,194:H1704,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H80/SimilarBills
H80,194:H2440,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H80/SimilarBills
H83,H4632,superseded_by,verified-official-record,"Accompanied a new draft, see H4632",https://malegislature.gov/Bills/193/H83
H83,193:H4632,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H83/SimilarBills
H83,194:H1843,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H83/SimilarBills
H83,194:H128,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H83/SimilarBills
H83,194:H3821,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H83/SimilarBills
H83,194:H2688,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H83/SimilarBills
S1022,H4323,superseded_by,verified-official-record,"Accompanied a new draft, see H4323",https://malegislature.gov/Bills/193/S1022
S1022,194:S1156,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S1022/SimilarBills
S1022,190:S886,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S1022/SimilarBills
S1022,191:S968,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S1022/SimilarBills
S1022,192:S1074,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S1022/SimilarBills
S1022,194:H1643,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S1022/SimilarBills
S1368,S2648,sent_to_study,verified-official-record,"Accompanied a study order, see S2648",https://malegislature.gov/Bills/193/S1368
S1368,194:S1532,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S1368/SimilarBills
S1368,192:S1435,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S1368/SimilarBills
S1368,194:H2232,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S1368/SimilarBills
S1368,194:H1156,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S1368/SimilarBills
S1368,194:H2421,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S1368/SimilarBills
S140,194:S187,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S140/SimilarBills
S140,190:S95,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S140/SimilarBills
S140,191:S98,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S140/SimilarBills
S140,192:S161,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S140/SimilarBills
S140,189:S124,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S140/SimilarBills
S148,194:S197,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S148/SimilarBills
S148,193:H357,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S148/SimilarBills
S148,194:H103,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S148/SimilarBills
S148,194:S260,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S148/SimilarBills
S148,194:S1156,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S148/SimilarBills
S1551,S2777,sent_to_study,verified-official-record,"Accompanied a study order, see S2777",https://malegislature.gov/Bills/193/S1551
S1551,194:S1731,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S1551/SimilarBills
S1551,191:S1429,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S1551/SimilarBills
S1551,192:S1608,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S1551/SimilarBills
S1551,190:S1963,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S1551/SimilarBills
S1551,191:H1538,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S1551/SimilarBills
S174,S2630,sent_to_study,verified-official-record,"Accompanied a study order, see S2630",https://malegislature.gov/Bills/193/S174
S174,193:H377,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S174/SimilarBills
S174,194:H190,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S174/SimilarBills
S174,194:H3118,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S174/SimilarBills
S174,194:H3089,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S174/SimilarBills
S174,194:H3263,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S174/SimilarBills
S1896,192:S1938,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S1896/SimilarBills
S1896,194:H2687,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S1896/SimilarBills
S1896,194:S1679,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S1896/SimilarBills
S1896,194:S33,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S1896/SimilarBills
S1896,192:S461,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S1896/SimilarBills
S194,S2630,sent_to_study,verified-official-record,"Accompanied a study order, see S2630",https://malegislature.gov/Bills/193/S194
S194,194:S260,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S194/SimilarBills
S194,189:S172,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S194/SimilarBills
S194,190:S139,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S194/SimilarBills
S194,191:S166,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S194/SimilarBills
S194,192:S223,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S194/SimilarBills
S195,194:S43,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S195/SimilarBills
S195,192:S220,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S195/SimilarBills
S195,190:H1985,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S195/SimilarBills
S195,191:H287,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S195/SimilarBills
S195,194:H2242,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S195/SimilarBills
S209,191:S161,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S209/SimilarBills
S209,192:S214,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S209/SimilarBills
S209,194:H190,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S209/SimilarBills
S209,194:H4247,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S209/SimilarBills
S209,194:H2690,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S209/SimilarBills
S218,194:S289,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S218/SimilarBills
S218,190:S2053,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S218/SimilarBills
S218,194:H101,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S218/SimilarBills
S218,194:H75,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S218/SimilarBills
S218,194:H73,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S218/SimilarBills
S227,H4632,superseded_by,verified-official-record,"Accompanied a new draft, see H4632",https://malegislature.gov/Bills/193/S227
S227,194:S301,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S227/SimilarBills
S227,192:S2687,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S227/SimilarBills
S227,192:S46,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S227/SimilarBills
S227,194:H1658,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S227/SimilarBills
S227,194:S1050,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S227/SimilarBills
S25,S2770,superseded_by,verified-official-record,"Accompanied a new draft, see S2770",https://malegislature.gov/Bills/193/S25
S25,194:S45,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S25/SimilarBills
S25,194:S29,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S25/SimilarBills
S25,194:S33,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S25/SimilarBills
S25,194:S2516,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S25/SimilarBills
S25,194:S2608,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S25/SimilarBills
S2539,S26,redraft_of,verified-official-record,"New draft of S26, S30, S31, S32, S35, S36, S37, S198, H66, H76, H77, H82 and H84",https://malegislature.gov/Bills/193/S2539
S2539,S30,redraft_of,verified-official-record,"New draft of S26, S30, S31, S32, S35, S36, S37, S198, H66, H76, H77, H82 and H84",https://malegislature.gov/Bills/193/S2539
S2539,S31,redraft_of,verified-official-record,"New draft of S26, S30, S31, S32, S35, S36, S37, S198, H66, H76, H77, H82 and H84",https://malegislature.gov/Bills/193/S2539
S2539,S32,redraft_of,verified-official-record,"New draft of S26, S30, S31, S32, S35, S36, S37, S198, H66, H76, H77, H82 and H84",https://malegislature.gov/Bills/193/S2539
S2539,S35,redraft_of,verified-official-record,"New draft of S26, S30, S31, S32, S35, S36, S37, S198, H66, H76, H77, H82 and H84",https://malegislature.gov/Bills/193/S2539
S2539,S36,redraft_of,verified-official-record,"New draft of S26, S30, S31, S32, S35, S36, S37, S198, H66, H76, H77, H82 and H84",https://malegislature.gov/Bills/193/S2539
S2539,S37,redraft_of,verified-official-record,"New draft of S26, S30, S31, S32, S35, S36, S37, S198, H66, H76, H77, H82 and H84",https://malegislature.gov/Bills/193/S2539
S2539,S198,redraft_of,verified-official-record,"New draft of S26, S30, S31, S32, S35, S36, S37, S198, H66, H76, H77, H82 and H84",https://malegislature.gov/Bills/193/S2539
S2539,H66,redraft_of,verified-official-record,"New draft of S26, S30, S31, S32, S35, S36, S37, S198, H66, H76, H77, H82 and H84",https://malegislature.gov/Bills/193/S2539
S2539,H76,redraft_of,verified-official-record,"New draft of S26, S30, S31, S32, S35, S36, S37, S198, H66, H76, H77, H82 and H84",https://malegislature.gov/Bills/193/S2539
S2539,H77,redraft_of,verified-official-record,"New draft of S26, S30, S31, S32, S35, S36, S37, S198, H66, H76, H77, H82 and H84",https://malegislature.gov/Bills/193/S2539
S2539,H82,redraft_of,verified-official-record,"New draft of S26, S30, S31, S32, S35, S36, S37, S198, H66, H76, H77, H82 and H84",https://malegislature.gov/Bills/193/S2539
S2539,H84,redraft_of,verified-official-record,"New draft of S26, S30, S31, S32, S35, S36, S37, S198, H66, H76, H77, H82 and H84",https://malegislature.gov/Bills/193/S2539
S2539,194:S49,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S2539/SimilarBills
S2539,194:S39,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S2539/SimilarBills
S2539,191:S1887,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S2539/SimilarBills
S2539,192:S2088,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S2539/SimilarBills
S2539,192:S51,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S2539/SimilarBills
S2770,S25,redraft_of,verified-official-record,New draft of S25,https://malegislature.gov/Bills/193/S2770
S2770,194:S45,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S2770/SimilarBills
S2770,194:S2516,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S2770/SimilarBills
S2770,194:S2608,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S2770/SimilarBills
S2770,194:S2619,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S2770/SimilarBills
S2770,194:S29,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S2770/SimilarBills
S280,194:H633,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S280/SimilarBills
S280,194:H4405,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S280/SimilarBills
S280,192:H127,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S280/SimilarBills
S280,193:H532,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S280/SimilarBills
S280,194:S364,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S280/SimilarBills
S30,S2539,superseded_by,verified-official-record,"Accompanied a new draft, see S2539",https://malegislature.gov/Bills/193/S30
S30,194:H93,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S30/SimilarBills
S30,193:H76,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S30/SimilarBills
S927,H4359,superseded_by,verified-official-record,"Accompanied a new draft, see H4359",https://malegislature.gov/Bills/193/S927
S927,194:H1946,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S927/SimilarBills
S927,194:S1053,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S927/SimilarBills
S927,194:H4640,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S927/SimilarBills
S927,193:H1728,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S927/SimilarBills
S927,193:H4359,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S927/SimilarBills
S938,S2926,sent_to_study,verified-official-record,"Accompanied a study order, see S2926",https://malegislature.gov/Bills/193/S938
S938,191:S890,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S938/SimilarBills
S938,192:S958,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S938/SimilarBills
S938,189:H1616,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S938/SimilarBills
S938,192:S810,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S938/SimilarBills
S938,186:S2351,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S938/SimilarBills
S971,S2612,sent_to_study,verified-official-record,"Accompanied a study order, see S2612",https://malegislature.gov/Bills/193/S971
S971,194:H1915,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S971/SimilarBills
S971,193:H1707,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S971/SimilarBills
S971,194:S1108,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S971/SimilarBills
S971,194:S1252,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S971/SimilarBills
S971,193:S1116,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/S971/SimilarBills
H1283,H4266,superseded_by,verified-official-record,"Accompanied a new draft, see H4266",https://malegislature.gov/Bills/193/H1283
H1283,190:H2230,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H1283/SimilarBills
H1283,191:H1237,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H1283/SimilarBills
H1283,192:H1353,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H1283/SimilarBills
H1283,191:H4420,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H1283/SimilarBills
H1283,192:H4553,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H1283/SimilarBills
H1519,H4517,sent_to_study,verified-official-record,"Accompanied a study order, see H4517",https://malegislature.gov/Bills/193/H1519
H1519,194:H1715,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H1519/SimilarBills
H1519,192:H1580,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H1519/SimilarBills
H1519,194:H2732,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H1519/SimilarBills
H1519,194:H2657,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H1519/SimilarBills
H1519,187:S1184,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H1519/SimilarBills
H1555,H4517,sent_to_study,verified-official-record,"Accompanied a study order, see H4517",https://malegislature.gov/Bills/193/H1555
H1555,194:H1754,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H1555/SimilarBills
H1555,192:H4152,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H1555/SimilarBills
H1555,194:H101,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H1555/SimilarBills
H1555,194:H75,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H1555/SimilarBills
H1555,194:H73,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H1555/SimilarBills
H1653,H4517,sent_to_study,verified-official-record,"Accompanied a study order, see H4517",https://malegislature.gov/Bills/193/H1653
H1653,194:H3755,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H1653/SimilarBills
H1653,194:H2326,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H1653/SimilarBills
H1653,194:H2116,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H1653/SimilarBills
H1653,194:H124,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H1653/SimilarBills
H1653,194:H2020,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H1653/SimilarBills
H281,194:H358,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H281/SimilarBills
H281,190:H2813,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H281/SimilarBills
H281,191:H223,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H281/SimilarBills
H281,192:H349,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H281/SimilarBills
H281,189:S545,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H281/SimilarBills
H3179,194:H3510,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H3179/SimilarBills
H3179,191:H382,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H3179/SimilarBills
H3179,192:H521,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H3179/SimilarBills
H3179,194:S3090,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H3179/SimilarBills
H3179,194:S3190,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H3179/SimilarBills
H3217,H4502,superseded_by,verified-official-record,"Accompanied a new draft, see H4502",https://malegislature.gov/Bills/193/H3217
H3217,190:H4371,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H3217/SimilarBills
H3217,194:H2504,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H3217/SimilarBills
H3217,194:S1481,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H3217/SimilarBills
H3217,194:S219,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H3217/SimilarBills
H3217,186:S77,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H3217/SimilarBills
H3431,H4714,sent_to_study,verified-official-record,"Accompanied a study order, see H4714",https://malegislature.gov/Bills/193/H3431
H3431,190:H1902,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H3431/SimilarBills
H3431,191:H3141,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H3431/SimilarBills
H3431,192:H3597,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H3431/SimilarBills
H3431,189:H3102,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H3431/SimilarBills
H3431,192:H3564,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H3431/SimilarBills
H3831,H4578,sent_to_study,verified-official-record,"Accompanied a study order, see H4578",https://malegislature.gov/Bills/193/H3831
H3831,194:H1843,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H3831/SimilarBills
H3831,194:H128,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H3831/SimilarBills
H3831,194:H3821,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H3831/SimilarBills
H3831,194:H2688,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H3831/SimilarBills
H3831,194:H2677,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H3831/SimilarBills
H386,194:S250,official_similar,verified-official-record,Similar Bills tab,https://malegislature.gov/Bills/193/H386/SimilarBills
