bill_number,title,domain_title_terms,broad_title_terms,committee_net,fetch_status,legislation_type,text_chars,text_terms,snippet
H4266,An Act protecting public higher education student information,,information,,ok,Bill,547,privacy_generic:1,"of Chapter 15A shall not be required to produce records defined as education records in the Family Education Rights and Privacy Act (20 USC 11232g) at 34 CFR § 99.3, including those education records designated by the public colleges and universit"
H431,An Act to expand the Massachusetts School Building Authority and create a new program to assist public school districts with 21st century technology upgrades,,technology,,ok,Bill,599,,
H4331,An Act relative to authorizing electronic signatures for criminal complaints,,electronic,,ok,Bill,1268,,
H4332,An Act to simplify the administrative aspect of evidentiary use of medical information,,information,,ok,Bill,851,,
H4345,Extension Order - Consumer Protection and Professional Licensure,,consumer_protection,,ok,Extension Order,340,,
H4346,Extension Order - Consumer Protection and Professional Licensure,,consumer_protection,,ok,Extension Order,298,,
H4347,Extension Order - Consumer Protection and Professional Licensure,,consumer_protection,,ok,Extension Order,330,,
H4348,Extension Order - Consumer Protection and Professional Licensure,,consumer_protection,,ok,Extension Order,315,,
H4349,Extension Order - Consumer Protection and Professional Licensure,,consumer_protection,,ok,Extension Order,287,,
H4378,"Extension Order - Telecommunications, Utilities and Energy",,telecommunications,,ok,Extension Order,1045,,
H4406,An Act establishing a task force on the use of deepfake and digital content forgery,,digital;deepfake,J33,ok,Bill,6406,privacy_generic:2,"deepfakes impacting state and local government, Massachusetts-based businesses, and residents. (2) The risks, including privacy risks, associated with the deployment of digital content forgery technologies and deepfakes on Massachusetts state and"
H4411,"An Act relating to patient cost, benefit and coverage information, choice, and price transparency",,information,,ok,Bill,8003,,
H4421,An Act establishing an education-to-career data center,,data,,ok,Bill,13269,personal_information:3;data_privacy:1;security_breach:1;privacy_generic:10,"al of an individual’s name, address, employer, date of birth, social security number, driver’s license number and other personal information from a data record. Data shall be considered “de-identified” only if satisfying the standard for de-identification set"
H4456,An Act relative to financial technology services,,technology,,ok,Bill,27356,privacy_generic:1;record_nondisclosure:2,"ime, without incurring a cancellation fee imposed by the provider. Comply with all applicable local, state, and federal privacy and information security laws. If a provider solicits, charges, or receives a tip, gratuity, or other donation from a c"
H4538,"Extension Order - Telecommunications, Utilities and Energy",,telecommunications,,ok,Extension Order,299,,
H4571,Extension Order - Consumer Protection and Professional Licensure,,consumer_protection,,ok,Extension Order,254,,
H4578,Study Order,,,J33,ok,Order,4370,wiretap_interception:1,"se of blockchain technology; the petition (accompanied by bill, house, no. 73) of christopher m. markey relative to the interception of wire and oral communications; the petition (accompanied by bill, house, no. 75) of frank a. moran and estela a. reyes for le"
H459,An Act relative to creating statutes relating to requiring school boards to make information about learning materials and educational activities used for pupil instruction available to the public,,information,,ok,Bill,11694,,
H4631,An Act to modernize funding for community media programming,,,J33,ok,Bill,19863,,
H4642,An Act to provide for the future information technology needs of Massachusetts.,,information;technology,,ok,Bill,14058,,
H4648,An Act to provide for the future information technology needs of Massachusetts.,,information;technology,,ok,Bill,23205,,
H4650,"An Act allowing ""print free"" digital legal notices for the town of Lexington",,digital,,ok,Bill,2314,,
H4664,"An Act allowing ""print-free"" digital legal notices for the town of Lincoln",,digital,,ok,Bill,1645,,
H4776,"Extension Order - Telecommunications, Utilities and Energy",,telecommunications,,ok,Extension Order,300,,
H4798,Extension Order - Consumer Protection and Professional Licensure,,consumer_protection,,ok,Extension Order,254,,
H4802,An Act addressing challenges facing public libraries and digital resource collections,,digital,,ok,Bill,6360,privacy_generic:2,"ese differences may impact consumer experience and access to diverse collections; (iv) research and describe how patron privacy records and metadata are kept, used, accessed and sold as it relates to patrons using and accessing digital and electro"
H4832,An Act relative to civil rights and technology,,technology,,ok,Bill,6058,surveillance:2,ation in which a warrant would be required if the entry onto that property were made by an officer; and (ii) to conduct surveillance or location tracking in any situation in which a warrant or other legally required judicial authorization would be requ
H4838,An Act relative to airplane noise data collection and Good Neighbor Policy,,data,,ok,Bill,3056,,
H4889,An Act to provide for the future information technology needs of Massachusetts,,information;technology,,ok,Bill,29717,,
H4955,Extension Order - Consumer Protection and Professional Licensure,,consumer_protection,,ok,Extension Order,332,,
H4961,Extension Order - Consumer Protection and Professional Licensure,,consumer_protection,,ok,Extension Order,313,,
H530,An Act establishing an education-to-career data center,,data,,ok,Bill,13041,personal_information:3;data_privacy:1;security_breach:1;privacy_generic:10,"al of an individual’s name, address, employer, date of birth, social security number, driver’s license number and other personal information from a data record. Data shall be considered “de-identified” only if satisfying the standard for de-identification set"
H59,An Act relative to the oversight of cable contracts,,,J33,ok,Bill,647,,
H61,An Act relative to filing slander against anonymous parties on the internet,,internet,J33,ok,Bill,1081,,
H62,An Act establishing the Massachusetts open data standard,,data,J33,ok,Bill,7116,personal_information:1;privacy_generic:1,to agile management; (3) support for open data platforms and data standardization; and (4) commitment to the privacy of personal identifying information. Section 3. (a) The chief data officer shall establish the Massachusetts Open Data Standard for state and municipal age
H64,An Act establishing a commission on automated decision-making by government in the Commonwealth,,,J33,ok,Bill,10655,data_protection:1,"ctions; (v) examine matters related to data sources, data sharing agreements, data security provisions, compliance with data protection laws and regulations, and all other issues related to how data is protected, used, and shared by agencies using automat"
H65,An Act relative to efficient access to the affordable connectivity program,,,J33,ok,Bill,566,,
H659,An Act relative to candidate information on ballots,,information,,ok,Bill,1722,,
H66,An Act relative to cyberattack response in Massachusetts,,,J33,ok,Bill,1596,,
H67,An Act creating a task force to study the use of the internet by sex offenders,,internet,J33,ok,Bill,1771,,
H678,An Act relative to random placement for candidate names and removal of incumbent information on primary and state ballots,,information,,ok,Bill,1251,,
H68,An Act relative to internet service outages,,internet,J33,ok,Bill,7726,,
H69,An Act establishing a special commission on blockchain and cryptocurrency,,,J33,ok,Bill,4925,privacy_generic:2,"ll be charged with examining the following: (a) The feasibility, validity and admissibility as well as risks, including privacy risks, and benefits of using blockchain technology in state and local government and Massachusetts-based businesses; pr"
H70,An Act providing for consumer protection in a digital economy,,digital;consumer_protection,J33,ok,Bill,434,,
H704,An Act relative to honest online political advertisement disclosure and election interference,,online,,ok,Bill,3147,,
H71,An Act creating a pilot program to explore digital innovation in government,,digital,J33,ok,Bill,1297,,
H72,An Act to protect against deep fakes used to facilitate criminal or torturous conduct,,deepfake,J33,ok,Bill,4655,privacy_generic:2,"ration of deepfakes impacting state government, Massachusetts-based businesses, and residents. (2) The risks, including privacy risks, associated with the deployment of digital content forgery technologies and deepfakes on Massachusetts State and"
H728,An Act relative to public information requests,,information,,ok,Bill,1717,,
H74,An Act to modernize funding for community media programming,,,J33,ok,Bill,18420,,
H75,An Act creating the Massachusetts digital equity broadband adoption program,,digital,J33,ok,Bill,5019,,
H77,An Act relative to the Office of Information Technology considering cloud computing service options under certain circumstances,,information;technology,J33,ok,Bill,3274,data_protection:1,"when making a purchase for an information technology, cloud computing service options, including any security benefits, data protection safeguards, and cost savings associated with purchasing a cloud computing service option; (12) develop systems and meth"
H78,An Act relative to assuring a jumpstart in investments in telecoms to preserve access to the internet,,internet,J33,ok,Bill,4935,,
H79,An Act relative to providing for net neutrality and consumer protection,,consumer_protection,J33,ok,Bill,14863,,
H81,An Act establishing free broadband internet access in public housing,,internet,J33,ok,Bill,2283,privacy_generic:1,"to food, housing, work, education, human dignity, life, non-discrimination, equality, the prohibition against torture, privacy, access to information, and the freedoms of association, assembly and movement. Broadband internet access is now an ess"
H82,An Act relative to protecting the residents of the Commonwealth,,,J33,ok,Bill,5701,,
H84,An Act relative to electronic security for the Commonwealth,,electronic,J33,ok,Bill,2081,,
H85,An Act internet access on private ways,,internet,J33,ok,Bill,222,,
H86,"Resolve establishing a special commission to review advancements in educational technology, digital/online learning and related programs",,digital;online;technology,J33,ok,Resolve,3183,,
H871,"An Act to require producer responsibility for collection, reuse and recycling of discarded electronic products",,electronic,,ok,Bill,42515,,
H933,An Act providing mortgage customers additional mandatory information regarding their accounts,,information,,ok,Bill,492,,
H954,"An Act protecting the use of bank names, trade names and trademarks in electronic communications",,electronic,,ok,Bill,4265,,
H972,An Act to require financial institutions to pay late fees when it fails to conduct an electronic transfer,,electronic,,ok,Bill,975,,
H986,An Act relative to telehealth and digital equity for patients,,digital,,ok,Bill,45428,biometric:1;privacy_generic:7,"bers and member guidance outputs from healthcare providers, including the remote monitoring of a patient’s vital signs, biometric data, or other objective or subjective data by a device that transmits such data electronically to a healthcare practit"
H994,An Act to increase access and transparency of health insurance data,,data,,ok,Bill,926,,
S1106,An Act specifying an electronic system to ensure that sales of certain products containing pseudoephedrine (PSE) do not exceed limits established under federal law,,electronic,,ok,Bill,5153,,
S1111,An Act relative to civil asset forfeiture transparency and data reporting,,data,,ok,Bill,4406,personal_information:1;privacy_generic:1,"he publication of information in violation of any law or regulation relating to criminal offender record information or personally identifiable information, or any other applicable privacy law. If an agency has made no seizures or forfeitures during the previous year, a null"
S1115,An Act to protect the free flow of information in Massachusetts,,information,,ok,Bill,5891,,
S1137,An Act relative to legal advertisements in online-only newspapers,,online,,ok,Bill,1074,,
S1144,An Act regulating the use of credit reports by employers,,credit_reporting,,ok,Bill,2452,,
S1187,An Act to make data on workforce development outcomes public and accessible,,data,,ok,Bill,6617,privacy_generic:4,"vices, and educational and other credential attainment. The department shall adhere to all applicable state and federal privacy laws, to protect individuals’ private information while allowing measurement of aggregate data. SECTION 3. Not later th"
S1378,An Act regarding death certificates online,,online,,ok,Bill,280,,
S1386,An Act relative to the determination of need of new technology,,technology,,ok,Bill,697,,
S142,An Act relative to digital right to repair,,digital;right_to_repair,,ok,Bill,8531,,
S1433,An Act relative to stroke data reporting,,data,,ok,Bill,984,,
S1470,An Act relative to personal health information portability and accessibility,,information,,ok,Bill,3594,,
S1492,An Act relative to crime gun data reporting and analysis,,data,,ok,Bill,2874,,
S150,An Act relative to consumer protection on online automobile franchise transactions,,online;consumer_protection,,ok,Bill,555,,
S1557,An Act relative to the use of unmanned aerial systems,,drones,,ok,Bill,7304,biometric:1;facial_recognition:1,"avoid data collection on individuals, homes, and areas other than the warrant subject. (2) Facial recognition and other biometric matching technology shall not be used to analyze data produced by an unmanned aerial vehicle, except as judicially auth"
S156,An Act relative to the safe use of electronic devices by children,,electronic,,ok,Bill,766,,
S1567,Resolve establishing a special commission to study technology to monitor and protect individuals in law enforcement custody,,technology,,ok,Resolve,2118,privacy_generic:1,on; (v) using technology to monitor and report on in-custody health or safety incidents; (vi) safeguards to protect the privacy and rights of individuals being monitored; (vii) cost assessments of the implementing the technology and of the civil l
S170,An Act establishing an online lottery,,online,,ok,Bill,12353,record_nondisclosure:1,"ts, games or shares online, over the internet, through the use of a mobile application or through any other means shall not be deemed public records of the commission for the purposes of section 10 of chapter 66; provided, however, that this section shall not prohibi"
S184,An Act relative to consumer health data,,data,,ok,Bill,15744,personal_information:10;data_privacy:5;biometric:3;geolocation:1;sale_of_data:3;privacy_generic:9,"consumer’s acceptance of a general or broad Terms of Use agreement or a similar document that contains descriptions of personal data processing along with other, unrelated information; (ii) A consumer hovering over, muting, pausing, or closing a given"
S1846,An Act establishing a tax on local revenues from digital advertising,,digital,,ok,Bill,5126,,
S1877,An Act clarifying occupancy excise and internet hotel room resellers,,internet,,ok,Bill,465,,
S193,An Act to protect life-saving electronic health records from reckless corporate greed and corruption,,electronic,,ok,Bill,3040,,
S1958,An Act relative to qualified data centers in the Commonwealth,,data,,ok,Bill,13619,biometric:1;surveillance:1,"personnel, permanent security guards, video camera surveillance, an electronic system requiring pass codes, keycards or biometric scans or similar security features. “Qualification period”, a 20-year period of time beginning on the effective date of"
S198,An Act protecting personal identifying information,,information,J33,ok,Bill,188,personal_information:1,"Section 1 of Chapter 93H, as appearing in the 2020 Official Edition, is hereby amended by adding to the definition of “personal information” the following subsection:- (d) date of birth."
S2060,An Act regarding information governance,,information,,ok,Bill,1583,privacy_generic:1,"intain, and enforce a comprehensive information governance plan, including, at minimum, protocols for: storage, naming, privacy, security, routine disposal and methods for halting that disposal when necessary, and appropriate sharing of documents"
S2188,An Act modernizing library access to electronic books and digital audiobooks,,electronic;digital,,ok,Bill,2329,,
S2210,An Act relative to increasing operational safety for keyless ignition technology in motor vehicles,,technology,,ok,Bill,7673,,
S2235,An Act to remediate and reopen the visitor information center on I-95 in Northern Bristol County for traveler safety and convenience and to promote regional tourism and economic development,,information,,ok,Bill,2038,,
S2261,An Act relative to online driver education,,online,,ok,Bill,650,,
S2308,An Act relative to unmanned aerial vehicles in the Commonwealth,,drones,,ok,Bill,1032,,
S2367,An Act relative to third party delivery data reporting,,data,,ok,Bill,7670,record_nondisclosure:1,"ubsection shall not be considered a public record under clause Twenty-sixth of section 7 of chapter 4 or chapter 66 and shall not be disclosed to any person or entity other than those listed or described in the confidential data-sharing agreement; provided, howe"
S2478,An Act relative to digital right to repair,,digital;right_to_repair,,ok,Bill,8558,,
S26,An Act relative to the modernization of state agency information technology systems,,information;technology,J33,ok,Bill,6953,surveillance:1;privacy_generic:1,"imaging, printing, scanning, and copying peripherals and input, output, and storage devices necessary for security and surveillance, peripheral equipment designed to be controlled by the central processing unit of a computer, software and firmware and"
S2620,"Telecommunications, Utilities, and Energy - Extension Order",,telecommunications,,ok,Extension Order,841,,
S2630,"Order relative to authorizing the joint committee on Consumer Protection and Professional Licensure, to make an investigation and study of certain current Senate documents relative to consumer protection and professional licensure matters",,consumer_protection,,ok,Order,380,,
S2637,"An Act relating to patient cost, benefit and coverage information, choice, and price transparency",,information,,ok,Bill,8004,,
S2666,An Act establishing an education-to-career data center,,data,,ok,Bill,13269,personal_information:3;data_privacy:1;security_breach:1;privacy_generic:10,"al of an individual’s name, address, employer, date of birth, social security number, driver’s license number and other personal information from a data record. Data shall be considered “de-identified” only if satisfying the standard for de-identification set"
S27,"An Act to protect private electronic communication, browsing and other activity",,electronic,J33,ok,Bill,30818,geolocation:13;surveillance:2;privacy_generic:2;record_nondisclosure:1,"lectronic form and that enables access to, or use of, an electronic communication service, remote computing service, or location information service. “Electronic device information”, electronic communication information and location information stored in a dev"
S2718,"Telecommunications, Utilities and Energy - Extension Order",,telecommunications,,ok,Extension Order,429,,
S2719,"Order relative to authorizing the joint committee on Telecommunications, Utilities and Energy to make an investigation and study of certain current Senate documents relative to matters of telecommunications, utilities and energy.",,telecommunications,,ok,Order,626,,
S2730,An Act relative to deceptive and fraudulent deepfakes in election communications,,deepfake,J33,ok,Bill,5331,,
S275,An Act relative to licensed care and financial resource information for parents of newborns,,information,,ok,Bill,1422,,
S2771,An Act to modernize funding for community media programming,,,J33,ok,Bill,19863,,
S28,An Act to ensure a free and open internet in the commonwealth,,internet,J33,ok,Bill,16226,,
S2806,An Act to provide for the future information technology needs of Massachusetts.,,information;technology,,ok,Amendment,12677,,
S2810,An Act relative to fusion investment and research for sustainable technology to be known as the FIRST Act,,technology,,ok,Bill,31560,,
S2814,An Act to provide for the future information technology needs of Massachusetts,,information;technology,,ok,Amendment,18566,,
S2831,An Act relative to disinformation in elections,,,J33,ok,Bill,6013,,
S2832,"Telecommunications, Utilities, and Energy - Extension Order",,telecommunications,,ok,Extension Order,418,,
S29,An Act establishing a special commission on blockchain and cryptocurrency,,,J33,ok,Bill,4934,privacy_generic:2,"ll be charged with examining the following: (a) The feasibility, validity and admissibility as well as risks, including privacy risks, and benefits of using blockchain technology in state and local government and commonwealth-based businesses; pro"
S2907,"Order relative to authorizing the joint committee on Consumer Protection and Professional Licensure, to make an investigation and study of a certain current Senate document relative to online lottery",,online;consumer_protection,,ok,Order,217,,
S293,An Act relative to student assessment data,,data,,ok,Bill,676,,
S31,An Act drafted with the help of ChatGPT to regulate generative artificial intelligence models like ChatGPT,,artificial_intelligence,J33,ok,Bill,3412,privacy_generic:1,"ter is to regulate generative artificial intelligence models, such as ChatGPT, in order to protect the public’s safety, privacy and intellectual property rights. Section 2. Definitions For the purposes of this chapter, the following words shall ha"
S32,An Act relative to cyber incident response,,,J33,ok,Bill,12542,security_breach:4;record_nondisclosure:1,"and section 13, the following words shall have the following meanings, unless the context clearly requires otherwise: “Breach of security” shall have the same meaning as defined in section 1 of chapter 93H. “Critical infrastructure”, the systems and assets,"
S33,An Act establishing a commission on automated decision-making by government in the commonwealth,,,J33,ok,Bill,10644,data_protection:1,"ctions; (v) examine matters related to data sources, data sharing agreements, data security provisions, compliance with data protection laws and regulations, and all other issues related to how data is protected, used, and shared by agencies using automat"
S34,An Act to modernize funding for community media programming,,,J33,ok,Bill,18362,,
S343,An Act establishing an education-to-career data center,,data,,ok,Bill,13041,personal_information:3;data_privacy:1;security_breach:1;privacy_generic:10,"al of an individual’s name, address, employer, date of birth, social security number, driver’s license number and other personal information from a data record. Data shall be considered “de-identified” only if satisfying the standard for de-identification set"
S35,An Act protecting against cyber ransom,,,J33,ok,Bill,574,,
S37,An Act relative to protecting the residents of the Commonwealth,,,J33,ok,Bill,5701,,
S38,"Resolve establishing a special commission to review advancements in educational technology, digital/online learning and related programs in order to provide the Commonwealth with the most current research and information",,information;digital;online;technology,J33,ok,Resolve,2576,,
S419,An Act establishing an early electronic voting option for municipal elections,,electronic,,ok,Bill,4256,personal_information:1,ertification of an electronic ballot and signed with a wet signature or hand-drawn electronic signature; (ii) not store personal identifying information beyond the time necessary to confirm the identity of the voter; and (iii) provide clear instructions to voters for retu
S46,An Act relative to the Farm Technology Review Commission,,technology,,ok,Bill,2811,,
S554,"An Act to require producer responsibility for collection, reuse and recycling of discarded electronic products",,electronic,,ok,Bill,42544,,
S616,"An Act relating to patient cost, benefit and coverage information, choice, and price transparency",,information,,ok,Bill,7604,,
S62,An Act relative to data transparency in the cannabis industry,,data,,ok,Bill,1875,,
S63,An Act to require closed captioning in telecommunications in public areas,,telecommunications,,ok,Bill,1652,,
S655,An Act relative to telehealth and digital equity for patients,,digital,,ok,Bill,44927,biometric:1;privacy_generic:7,"bers and member guidance outputs from healthcare providers, including the remote monitoring of a patient’s vital signs, biometric data, or other objective or subjective data by a device that transmits such data electronically to a healthcare practit"
S743,An Act to ensure uniform and transparent reporting of medical debt data,,data,,ok,Bill,5745,,
S78,An Act updating the juvenile justice policy and data board,,data,,ok,Bill,617,,
S80,An Act creating an electronic backpack for foster children’s educational records,,electronic,,ok,Bill,3195,,
S801,An Act strengthening health spending accountability processes within the health policy commission and the center for health information and analysis,,information,,ok,Bill,11266,,
S81,An Act requiring licensure for use of graduated electronic decelerators,,electronic,,ok,Bill,28130,,
S844,An Act protecting public higher education student information,,information,,ok,Bill,615,privacy_generic:1,"ted by the public institution of higher education as directory information, as defined under the Family Educational and Privacy Rights Act, 20 U.S.C. section 1232 (g). This section shall not apply to requests from federal, state, or municipal agen"
S865,An Act improving municipal access to general existing housing data,,data,,ok,Bill,2681,,
S87,An Act providing for coordinated data and assistance to address family homelessness,,data,,ok,Bill,4162,,
S877,An Act relative to the use of credit reporting in housing,,credit_reporting,,ok,Bill,4368,,
S900,An Act relative to electronic meetings and voting in condominiums,,electronic,,ok,Bill,3122,,
S930,An Act relative to access to a decedent's electronic mail accounts,,electronic,,ok,Bill,24223,,
S931,An Act improving juvenile justice data collection,,data,,ok,Bill,18599,electronic_monitoring:1,"a case to district or superior Court; to impose bail; to impose pretrial release conditions; to place a juvenile on an electronic monitoring device, either as a condition of pretrial release, as a condition of probation after disposition of a case to revoke"
S974,An Act relative to fiduciary access to digital assets,,digital,,ok,Bill,23470,,
